uhhidfs,uhhidp,k1,k2,k3,k3_x,k4,k5,k51,k52,k53,k54,k55,k56,k57,k5_other,k6,k61,k62,k63,k64,k65,k66,k67,k68,k6_other,k7,k7_other
2011,2000245,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 5 6 7,0,0,1,0,1,1,1,0,NA,5,NA
2012,2000248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 4 3,0,0,1,1,0,1,0,0,NA,5,NA
2013,2000669,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 6 7 5,0,0,1,0,1,1,1,0,NA,5,NA
2014,2000667,1,1,1,"It helps in planning if you get early warning of the dry spells, you can keep food to eat in the dry season",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 5 6 7,0,0,1,0,1,1,1,0,NA,5,NA
2015,2000672,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 6 7,0,0,1,0,0,1,1,0,NA,5,NA
2016,3000742,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 5 6,0,1,0,0,1,1,0,0,NA,2,NA
2017,3000777,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 3 5 6,1,1,1,0,1,1,0,0,NA,1,NA
2018,3000779,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 4 7 6 5,1,1,0,1,1,1,1,0,NA,2,NA
2019,3000745,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 6 5,1,0,1,0,1,1,0,0,NA,3,NA
2020,3000780,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 5 6 7,1,0,1,0,1,1,1,0,NA,3,NA
2021,3001401,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,4,NA
2023,3001402,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
2024,3001403,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 6,0,0,0,0,0,1,1,0,NA,3,NA
2025,3001407,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,3,NA
2026,3001406,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 7,0,0,0,0,0,1,1,0,NA,3,NA
2027,3001494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 7,0,0,0,0,0,1,1,0,NA,3,NA
2028,3001493,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 7,0,0,0,0,0,1,1,0,NA,3,NA
2029,3001492,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 7,0,0,0,0,0,1,1,0,NA,5,NA
2030,3001405,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 6,0,0,0,0,0,1,1,0,NA,5,NA
2031,1001872,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4,1,0,1,1,0,0,0,0,NA,3,NA
2032,1001617,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4 5 6,1,0,1,1,1,1,0,0,NA,5,NA
2033,1001761,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4 5 6,1,0,1,1,1,1,0,0,NA,5,NA
2034,1001660,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 5 6 7,1,0,1,0,1,1,1,0,NA,4,NA
2035,1001528,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4 6,1,0,1,1,0,1,0,0,NA,3,NA
2036,1000142,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 6,0,0,0,1,0,1,0,0,NA,5,NA
2037,1000369,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,4,NA
2038,1000370,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,4,NA
2039,1000316,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,4,NA
2040,1000147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,4,NA
2041,1000363,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,5,NA
2042,1000295,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 6,1,0,0,1,0,1,0,0,NA,4,NA
2043,1001180,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 6,1,0,0,1,0,1,0,0,NA,5,NA
2044,1000777,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 3,0,0,1,1,0,0,0,0,NA,2,NA
2045,1001085,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,2,NA
2046,1000175,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,2,NA
2047,1001520,1,1,1,They are able to prepare their land for the season in time,1,6,0,0,0,0,0,1,0,NA,1 4 6,1,0,0,1,0,1,0,0,NA,5,NA
2048,1001512,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,2,NA
2049,1001438,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,1,NA
2050,1000086,1,1,1,It helps the farmers to know when to start planting their crops,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,4,NA
2051,1001117,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,4,NA
2052,3000720,1,1,1,To plan for planting season,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 6 7,1,0,0,1,0,1,1,0,NA,1,NA
2053,3000721,1,1,1,Helps know e seasons and plan better as a farmer,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 6 7,0,0,0,0,1,1,1,0,NA,1,NA
2054,3000762,1,1,1,Shows daily weather either hot or cold,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,1,NA
2055,3000760,1,1,1,Plan for the planting season,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,1,NA
2056,3000748,1,1,1,Ditermines the planting seasons,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5 6,1,0,0,0,1,1,0,0,NA,5,NA
2057,3000751,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,2,NA
2058,3000750,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
2059,2000049,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,3,NA
2060,2000046,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,5,NA
2061,2000047,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,5,NA
2062,2000048,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,3,NA
2063,2000033,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
2064,2000038,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4,0,0,1,1,0,0,0,0,NA,4,NA
2065,2000041,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4,0,0,1,1,0,0,0,0,NA,4,NA
2066,2000031,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,5,NA
2067,2000237,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 3 4,0,1,1,1,0,0,0,0,NA,3,NA
2068,3000951,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6 7,1,0,0,0,0,1,1,0,NA,2,NA
2069,2000447,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,5,NA
2070,2000448,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 4,1,1,0,1,0,0,0,0,NA,0,NA
2071,2000446,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 4 6,1,1,0,1,0,1,0,0,NA,2,NA
2072,2000453,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 5,1,1,0,0,1,0,0,0,NA,2,NA
2073,2000454,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2,1,1,0,0,0,0,0,0,NA,0,NA
2074,2000455,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2,1,1,0,0,0,0,0,0,NA,0,NA
2075,2000456,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 4,1,1,0,1,0,0,0,0,NA,0,NA
2076,2000457,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2,1,1,0,0,0,0,0,0,NA,0,NA
2077,2000587,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 2 4 5,1,1,1,1,1,0,0,0,NA,2,NA
2078,2000449,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 4,1,1,0,1,0,0,0,0,NA,0,NA
2079,2000452,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2,1,1,0,0,0,0,0,0,NA,0,NA
2080,2000451,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 4 5 6,1,1,0,1,1,1,0,0,NA,2,NA
2081,2000486,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2,1,1,0,0,0,0,0,0,NA,0,NA
2082,3002665,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,3,NA
2083,3001184,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
2084,3001230,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,5,NA
2085,3001186,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,5,NA
2086,3002749,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
2087,3002132,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
2088,3002130,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,3,NA
2089,3002131,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,2,NA
2090,3000577,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,NA,2,NA
2091,3001727,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,2,NA
2092,3002023,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
2093,3002021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3,1,0,1,0,0,0,0,0,NA,1,NA
2094,3002020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,5,NA
2095,3002016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,5,NA
2096,3002014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 5,0,0,0,1,1,0,0,0,NA,2,NA
2097,3002136,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,3,NA
2098,3002133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
2099,3002135,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,1,NA
2100,3002134,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,1,NA
2101,3002709,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,5,NA
2102,3000239,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
2103,1000998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
2104,1001854,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
2105,1000999,1,3,1,To help decide when to plant crop,1,2,0,1,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
2106,1000997,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
2107,3000242,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
2108,3000240,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,0,NA
2109,3000238,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,3,NA
2110,3000244,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
2111,3000127,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
2112,3000128,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
2113,3000118,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,3,NA
2114,3000117,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
2115,2000239,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,1,999,7,999
2116,2000240,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,1,999,7,999
2117,2000025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,1,999,7,999
2118,2000021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,1,999,7,999
2119,2000023,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4 5,1,0,1,1,1,0,0,0,NA,4,NA
2120,3000467,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,5,NA
2121,2000105,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,5,NA
2122,2000107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
2123,2000008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,3,NA
2124,2000010,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 5 4,0,1,0,1,1,0,0,0,NA,3,NA
2125,2000545,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
2126,4002126,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5 4,1,0,0,1,1,0,0,0,NA,3,NA
2127,4002127,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,3,NA
2128,4002128,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
2129,4002129,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,1,NA
2130,4002130,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 5,0,0,0,0,1,1,0,0,NA,5,NA
2131,4002131,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,0,NA
2132,4002132,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5 6,1,0,0,0,1,1,0,0,NA,3,NA
2133,1000713,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4 5,1,0,1,1,1,0,0,0,NA,3,NA
2134,1003010,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
2135,1003008,1,1,1,It helps in preventing the diseases that menifest because of early planting,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 1 4,1,0,0,1,0,1,0,0,NA,3,NA
2136,1000701,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
2137,1000702,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 1 6,1,0,1,1,0,1,0,0,NA,1,NA
2138,1000700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,1,NA
2139,1000712,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,0,NA
2140,1000687,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 5 6,1,0,0,1,1,1,0,0,NA,1,NA
2141,1000393,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,3,NA
2142,1000399,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,3,NA
2143,1000400,1,1,1,Planning the planting calender,1,1,1,0,0,0,0,0,0,NA,4 3,0,0,1,1,0,0,0,0,NA,3,NA
2144,1000391,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,4,NA
2145,1000389,1,1,1,Determine the onset of rain,1,1,1,0,0,0,0,0,0,NA,6,0,0,0,0,0,1,0,0,NA,1,NA
2146,1000522,1,1,1,For planning for the season,1,1,1,0,0,0,0,0,0,NA,1 3 4 6,1,0,1,1,0,1,0,0,NA,1,NA
2147,1000525,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,1,NA
2148,1000395,1,1,1,For planting crops,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 4 5 3,0,0,1,1,1,1,0,0,NA,3,NA
2149,1000390,1,1,1,Prepares you for what is to come,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,3,NA
2150,1002070,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
2151,1003009,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 5,0,0,0,0,1,1,0,0,NA,3,NA
2152,1002988,1,1,1,U will know when to start planting,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 6 1,1,0,0,1,0,1,0,0,NA,3,NA
2153,1002987,1,1,1,Helps me to decide which crops to grow,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,1,NA
2154,1001233,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,3,NA
2155,1001260,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
2156,1001235,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
2157,1001475,1,1,1,Better makes them prepared for weather calamities,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,1,NA
2158,1001474,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,5,NA
2159,1001495,1,1,1,Helps in planting the resistant crops,1,5,0,0,0,0,1,0,0,NA,4,0,0,0,1,0,0,0,0,NA,3,NA
2160,1001280,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,2,NA
2161,1001382,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,2,NA
2162,1001380,1,1,1,Determines the planting dates,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,1,NA
2163,1001381,1,1,1,It helps in determining which crops to grow so as to have maximum yields,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4,1,0,1,1,0,0,0,0,NA,1,NA
2164,1001386,1,1,1,Helps me to prepare the land for cultivation early,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 6,0,0,0,1,0,1,0,0,NA,4,NA
2165,1001261,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,1,NA
2166,1001379,1,1,1,Makes me better prepared for the planting season so as to get high yields,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 6,1,0,0,1,0,1,0,0,NA,3,NA
2167,1000015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,1,NA
2168,1003025,1,1,1,For planning purposes,1,1 4 5 6,1,0,0,1,1,1,0,NA,1 3 5 6 7,1,0,1,0,1,1,1,0,NA,4,NA
2169,1001707,1,1,1,for early planting,1,6 4 1,1,0,0,1,0,1,0,NA,1 3 4 5 6 7,1,0,1,1,1,1,1,0,NA,4,NA
2170,1001496,1,1,1,For planning when and what  to plant,1,2 1 5 4,1,1,0,1,1,0,0,NA,1 3 5 6 7,1,0,1,0,1,1,1,0,NA,4,NA
2171,1002998,1,1,1,helps us to know when to prepare our fields,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 5 6 7,1,0,1,0,1,1,1,0,NA,5,NA
2172,1001240,1,1,1,for planning purpses,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 5 4 6 7,1,0,1,1,1,1,1,0,NA,5,NA
2173,1001239,1,1,1,helps in planning,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 1 5 7 6,1,0,1,0,1,1,1,0,NA,4,NA
2174,1001241,1,1,1,for planning when to plant and what to plant,1,1 2 4 5 6,1,1,0,1,1,1,0,NA,1 3 5 6 7,1,0,1,0,1,1,1,0,NA,5,NA
2175,1001238,1,1,0,NA,1,2 1,1,1,0,0,0,0,0,NA,1 2 3 4,1,1,1,1,0,0,0,0,NA,3,NA
2176,1001237,1,1,1,onset ofrains,1,3 1,1,0,1,0,0,0,0,NA,1 3 4 5 6 7,1,0,1,1,1,1,1,0,NA,5,NA
2177,1000986,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 3 4 5,0,1,1,1,1,0,0,0,NA,3,NA
2178,1002658,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 1,1,0,0,1,0,0,0,0,NA,2,NA
2179,1000657,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 5,1,1,0,0,1,0,0,0,NA,3,NA
2180,1000660,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 3 1 4 6,1,1,1,1,0,1,0,0,NA,3,NA
2181,1001503,1,1,1,for planting and weeding timing,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 1 4 5 7,1,1,0,1,1,0,1,0,NA,3,NA
2182,1001502,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4 7,1,0,1,1,0,0,1,0,NA,2,NA
2183,1001442,1,1,1,for knowing when to grow crops,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 1 4 6,1,1,0,1,0,1,0,0,NA,3,NA
2184,1001141,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,3,NA
2185,1001139,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,1,She was not sure since she is not engaged in activity.,7,n/p
2186,1001136,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,3,NA
2187,1001137,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,3,NA
2188,1000092,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,3,NA
2189,1000083,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,3,NA
2190,1001625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
2191,1001627,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
